TSC	8781.0290	40903.5930	97295.9590
1112.7650	7605.4022	37946.0840	90290.0220
TSC	6819.7185	36016.0630	85668.4010
938.2055	6241.9873	34896.4170	83476.9660
TSC	5812.8593	34094.1930	81428.3020
813.6859	5416.7445	33551.0620	79946.7060
TSC	5152.7092	33015.0700	78813.9940
721.6847	4939.7162	32676.9410	77839.6330
TSC	4761.4556	32369.1910	77210.3850
655.7418	4627.4127	32111.1690	76470.3910
TSC			
578.4076			
TSC			
533.4001			
TSC			
503.4237			
TSC			
469.8903			
TSC			
446.3347			
