992.7038	2410.7080	14986.2164	7612.7777	1053.3129	6.4252	945.8391	3310.4768	930.0704	3808.2899	885.3505	8325.7519	1423.2622	2683.0949	2425.3749	500.9723	2656.5758	1961.9343	1029.1376	309.8452	768.6490	328.4365
1057.8731	8604.9828	16651.7968	14505.7328	1053.3164	6.2084	945.6973	3580.7800	928.3392	4128.9248	894.6376	8698.4797	1433.8335	2685.7223	2449.8087	498.4953	2651.5925	1963.3373	1041.2313	308.5907	775.5743	326.6757
1124.0844	9137.4183	17713.2173	14994.7075	1052.1770	5.9343	942.9988	3646.0707	930.1779	4204.5371	900.6603	8838.9950	1440.1893	2689.9196	2459.8313	492.9623	2638.5789	1953.4186	1041.5920	309.2280	780.6257	320.3337
1169.5029	9554.4098	18324.2988	15259.1181	1049.9656	5.7279	939.8320	3671.7180	927.7447	4241.3126	899.1285	8860.8134	1443.4703	2691.3378	2456.9929	488.9616	2619.9590	1936.8093	1032.5307	309.2955	778.7957	311.4950
1193.7046	9904.8073	18688.0768	15406.6791	1046.5277	5.4352	936.9902	3685.4569	924.7872	4271.1315	896.9981	8814.5562	1444.1289	2688.6078	2456.1215	483.3328	2601.8818	1919.5667	1019.5586	307.1947	771.2522	300.8830
1205.0260	10043.6975	18829.9376	15474.5654	1043.7934	5.1358	936.0728	3695.4308	923.1188	4284.0896	893.7287	8737.6998	1439.1322	2681.1349	2452.0758	480.0419	2586.3421	1904.1987	1008.0692	304.5375	763.0162	292.3641
1207.7054	10120.8722	18835.4372	15503.8409	1041.9372	4.9551	935.1878	3697.5572	921.7502	4284.7837	889.0467	8668.9766	1436.1262	2673.2665	2449.5819	476.9304	2571.9870	1890.7380	998.0218	300.1826	752.6405	284.4641
1206.7769	10169.8108	18728.6083	15477.2767	1041.1134	4.7666	934.8354	3697.9949	921.0732	4286.5042	883.5992	8584.7217	1432.9775	2663.2658	2441.7404	474.5006	2559.1683	1879.6846	990.8133	297.5189	741.7809	278.6831
1202.0885	10204.8155	18653.4639	15435.1393	1040.5295	4.6088	934.4549	3703.7356	920.1592	4283.8466	879.2901	8502.4285	1430.4106	2652.1426	2436.2768	471.2670	2543.6787	1864.6395	982.5141	292.9211	728.1012	271.0726
1198.6197	10179.0423	18480.5859	15313.2478	1040.3797	4.4202	934.2331	3707.4853	919.4153	4274.7064	873.4910	8408.5772	1420.5273	2637.7503	2432.5165	469.4481	2530.7162	1852.5673	975.7120	287.9907	718.8518	267.4918
1191.3609	10150.3278	18327.7706	15189.9865	1039.9973	4.2508	934.1301	3707.9377	918.9623	4261.9493	866.5155	8302.1246	1410.9679	2625.9701	2425.2435	467.8121	2514.2485	1835.3023	965.9418	285.8522	705.5494	260.1226
1186.4660	10097.9387	18163.9862	15085.7541	1039.8328	4.1559	934.0743	3707.0329	918.8064	4242.0854	861.4491	8200.9928	1395.6045	2615.5768	2417.7128	465.8197	2498.1661	1817.1656	955.9631	281.3811	697.0657	257.3398
1180.1238	10045.2335	18023.8134	14978.6565	1039.6248	4.0360	933.9903	3708.2518	918.6452	4219.6875	855.2945	8093.0572	1379.7498	2608.5161	2406.4984	465.0814	2482.0005	1794.0450	943.5822	278.6830	686.2938	251.9669
1171.9621	9985.1361	17861.2204	14849.6944	1039.4894	3.9883	933.7690	3706.3148	918.6590	4191.8575	848.8808	7990.3808	1358.4784	2604.9093	2397.7887	464.9693	2468.2819	1771.4163	930.5527	272.2302	676.5913	248.9704
1164.3487	9911.1161	17701.6518	14693.0317	1039.6226	3.9064	933.7855	3704.4943	918.7860	4155.0971	841.4606	7893.5315	1343.1810	2594.3122	2388.5405	463.7507	2449.2643	1743.4631	915.2407	271.3909	665.2115	244.2292
1157.4233	9827.2544	17464.6202	14527.8046	1039.4929	3.8642	933.8415	3694.8144	918.7816	4103.3288	841.3920	7810.3174	1332.7038	2599.1627	2387.8511	460.5092	2433.1228	1719.1916	900.7806	268.5630	654.5544	242.2722
1148.7318	9744.1671	17158.2415	14346.7777	1039.8392	3.8089	933.9252	3698.5991	918.7513	4030.1954	838.5599	7740.3344	1324.5999	2595.9592	2391.5433	457.3030	2415.5932	1693.9003	886.2322	264.4339	642.4296	239.0549
1133.5063	9637.2314	16672.4893	14163.8900	1039.9365	3.7799	934.1702	3694.5146	918.5750	3942.0229	838.8739	7664.5602	1315.6312	2600.9378	2390.1723	453.0885	2403.0795	1670.0468	871.2281	260.2313	631.1825	236.0839
