67346.8149	67569.1164	67775.0801	67894.9204	0.0622	68135.3798	68165.9388		68222.9572
67454.8071	67637.6807	67755.7073	67849.7303	0.0587	68014.5364	68065.2762		68067.7535
66773.0610	66969.4114	67133.1895	67248.8418	0.0539	67428.1467	67480.1430		67503.1306
66251.0538	66423.0734	66596.6473	66717.5978	0.0546	66902.2637	66981.2223		66965.2343
65548.7305	65783.6897	65924.4909	66069.7785	0.0540	66279.4881	66347.2598		66382.3953
64630.0863	64937.4460	65194.1759	65322.5977	0.0547	65520.9284	65636.0586		65663.9646
63313.0649	63811.9712	64075.8537	64306.3424	0.0580	64710.2485	64857.1266		64837.8835
62032.1714	62609.0340	63092.6818	63330.3949	0.0547	63762.0181	63995.1625		63955.4191
60616.6391	61242.0847	61897.1441	62250.4492	0.0545	62790.6665	62995.9309		63010.9235
67588.7695								68224.7300
67631.1144								68106.7003
66958.1753								67500.8677
66461.2008								66954.7768
65781.5541								66348.7968
64884.8828								65619.5400
63751.7706								64822.4628
62569.4558								63953.8495
61221.4057								62973.0880
67773.3089								
