0.3639	0.3629	0.3620	0.3616	4.959720e-07	0.3606	0.3605		0.3602
0.3633	0.3626	0.3621	0.3617	1.002105e-06	0.3612	0.3608		0.3608
0.3661	0.3654	0.3647	0.3642	1.577481e-06	0.3636	0.3631		0.3630
0.3681	0.3675	0.3672	0.3664	2.094154e-06	0.3656	0.3656		0.3656
0.3711	0.3701	0.3690	0.3690	2.633412e-06	0.3681	0.3680		0.3680
0.3756	0.3744	0.3732	0.3721	3.139749e-06	0.3718	0.3708		0.3707
0.3809	0.3794	0.3780	0.3766	3.449133e-06	0.3752	0.3742		0.3745
0.3872	0.3845	0.3824	0.3809	2.616083e-05	0.3792	0.3789		0.3792
0.3942	0.3907	0.3884	0.3861	1.199195e-05	0.3835	0.3833		0.3834
0.3629								0.3602
0.3626								0.3608
0.3654								0.3631
0.3673								0.3656
0.3701								0.3680
0.3744								0.3708
0.3794								0.3748
0.3853								0.3791
0.3907								0.3834
0.3620								
