87952.6135	88179.2872	88387.4556	88504.0412	0.1210	88744.8707	88772.3956		88833.9757
88073.0826	88260.8732	88375.1405	88464.5477	0.1158	88630.4902	88680.9094		88682.6172
87396.8098	87595.5909	87757.1599	87868.7246	0.1090	88053.2889	88100.2471		88124.1357
86880.5828	87052.3650	87228.9554	87345.4197	0.1094	87533.7342	87613.9007		87594.8506
86186.0599	86419.1008	86558.9052	86704.0502	0.1078	86916.0171	86982.3819		87019.4071
85268.8819	85575.9142	85834.1215	85959.8900	0.1089	86157.1608	86274.2741		86302.2969
83948.5612	84446.9930	84708.9622	84940.8857	0.1148	85344.1965	85492.5581		85472.2069
82659.4979	83235.8658	83720.2089	83957.9321	0.1096	84388.2802	84623.7059		84583.5500
81242.8117	81866.0391	82519.9366	82874.3144	0.1092	83413.5500	83622.2013		83637.4855
88198.3459								88834.0336
88252.0169								88727.3533
87580.6534								88122.6184
87092.5998								87585.3819
86416.9962								86987.7300
85523.6320								86257.7863
84385.4740								85455.4315
83197.1206								84580.8010
81845.2612								83599.0319
88381.0632								
