305842651973	305669378245	305885698115	305749784689	0	305634416775	305738550532		305768133823
305821827364	305767007690	305743296267	305868207043	0	305801618912	305853161650		305898451600
305755050493	305663573264	305890931078	305770821398	0	305963549409	305782512238		305913043685
305835109214	305718514152	305839166815	305937291614	0	305865697730	305847935383		305894849996
305620483685	305791528219	305811350140	305725818169	0	305476565441	305883333312		305951825950
305823185266	305876756300	305956219842	305838443884	0	305906390351	305834948312		305875157628
305881145867	305726909162	306021629294	305907638704	0	305912818943	306016440259		305923647339
306023162468	306037623339	305696494797	305983499964	0	305993017976	306029962289		306010552069
305894390182	306006399208	305805761926	305689345706	0	305948832393	305998455713		306013036101
305736112210								305713320246
305772512203								305821707381
305761502095								305852040385
305732518328								305822026374
305870583269								305956125552
305859122394								305893944619
305412839347								305848721519
306025028246								306021686337
305940914976								306027094692
305762483996								
