1368.3285	1434.1852	1492.9666	1540.2939		1594.6401	1618.6255		1609.7367
2291.7519	2438.3506	2554.0103	2661.8526		2782.5892	2816.7621		2815.0193
2895.9419	3130.4571	3307.1859	3452.7855		3615.2725	3700.6778		3697.855
3296.4725	3587.9181	3808.5097	4017.5136		4240.0633	4320.5307		4332.6491
3659.9265	4001.4	4250.273	4455.4764		4742.2592	4829.8268		4828.2855
3941.5104	4306.2105	4602.7469	4824.8773		5115.4585	5191.5071		5197.1801
4219.5924	4637.3057	4919.6844	5140.8593		5429.4601	5492.9368		5489.9683
4485.6201	4894.7033	5199.023	5409.3131		5665.2626	5729.0204		5720.7294
4692.2028	5088.1818	5420.0424	5622.1879		5830.1698	5898.595		5904.0046
1441.879								1618.868
2443.3141								2809.4627
3134.0258								3702.6445
3607.1624								4324.1555
4006.5487								4820.066
4305.1486								5184.6187
4625.5786								5482.2568
4876.5562								5722.9143
5094.7108								5885.7445
1497.5092								
