449.0445	466.2519	476.7917	486.9728	493.5060	499.6296	503.9133	504.5225	503.3549
858.4895	909.5870	946.4739	981.1723	996.8807	1016.5240	1030.5247	1028.2686	1025.1346
1182.4259	1272.6658	1341.1033	1398.3890	1441.5968	1470.6536	1493.3038	1496.6590	1491.4128
1417.0400	1542.0013	1636.8199	1709.9535	1763.4069	1803.9952	1835.5697	1830.2961	1822.2299
1590.6028	1724.9741	1837.2752	1931.1154	1997.9385	2046.9429	2080.9225	2077.8834	2083.5848
1720.9295	1876.3486	2007.0787	2102.6244	2176.8042	2231.8627	2275.6791	2276.0008	2276.3008
1857.5815	2027.9852	2173.4867	2262.4717	2340.6551	2392.0265	2431.8862	2428.2314	2433.2964
1967.8514	2145.9234	2293.7380	2389.7834	2468.6546	2513.3701	2547.9667	2544.3914	2544.5807
2080.2152	2262.8462	2404.0658	2498.1491	2579.2102	2612.4676	2649.2847	2643.2142	2646.1161
								1030.6600
								1496.5848
								1830.7497
								2084.6929
								2281.1388
								2432.1581
								2536.1509
								2643.0962
