2394.3303	2394.3133	2394.3061	2394.3171	2394.3235	2394.3409	2394.3614	2394.3523	2394.3538
2394.3546	2394.3053	2394.2366	2394.3176	2394.3368	2394.3730	2394.3497	2394.3576	2394.3457
2394.3393	2394.3134	2394.2438	2394.3202	2394.3270	2394.3939	2394.3397	2394.3485	2394.3407
2394.3512	2394.3242	2394.2249	2394.3167	2394.3431	2394.3872	2394.3172	2394.3326	2394.3253
2394.3559	2394.3259	2394.2453	2394.3225	2394.1689	2394.3846	2394.3145	2394.3264	2394.3199
2394.2792	2394.3460	2394.2502	2394.3246	2394.3488	2394.3643	2394.3200	2394.3292	2394.3266
2394.3596	2394.3402	2394.2534	2394.3320	2394.3461	2394.3541	2394.3178	2394.3236	2394.3270
2394.3501	2394.3424	2394.2624	2394.3316	2394.3484	2394.3563	2394.3199	2394.3257	2394.3302
2394.3503	2394.3411	2394.2662	2394.2907	2394.3426	2394.3516	2394.3176	2394.2676	2394.3255
								2394.3329
								2394.3347
								2394.3026
								2394.3212
								2394.3318
								2394.3199
								2394.3254
								2394.3225
