106.0694	110.1339	112.6235	115.0285	116.5716	118.0182	119.0300	119.1739	118.8980
247.7873	262.5352	273.1617	283.1894	287.7298	293.4085	297.4203	296.7582	295.8787
341.2672	367.3091	387.0839	403.5693	416.0469	424.4568	431.0187	431.9734	430.4817
408.9906	445.0248	472.4180	493.5631	508.9252	520.6991	529.7006	528.2094	525.9541
459.0931	497.7529	530.2680	557.5324	576.6554	590.7034	600.6402	599.6991	601.3468
496.6004	541.5662	579.3237	606.8885	628.3377	644.2211	656.8313	656.9186	656.9918
536.1222	585.2583	627.3177	652.8797	675.5971	690.3316	701.8508	700.8259	702.2935
567.9302	619.3108	661.9787	689.6870	712.4528	725.3517	735.3893	734.3920	734.3529
600.4235	653.1255	693.8800	721.0608	743.8570	754.0825	764.5972	762.8505	763.6686
								297.4647
								431.9623
								528.4235
								601.7426
								658.3423
								701.9527
								731.9644
								762.8088
