5069.1266	5279.4593	5417.7186	5557.8988	5644.5874	5733.9476	5794.1058	5799.8873	5790.3250
12974.6335	13768.1741	14353.3716	14897.5954	15157.0628	15464.4446	15690.5193	15660.9899	15613.6522
17766.3809	19157.1474	20229.0785	21121.7517	21800.1652	22264.6445	22627.0764	22672.4558	22604.1072
21165.2696	23064.5181	24530.2867	25676.4413	26500.3760	27138.2503	27626.7508	27554.8909	27437.8221
23593.2273	25612.0071	27355.8600	28839.4413	29822.7051	30568.5216	31120.8403	31076.9911	31164.7464
25308.4409	27664.7036	29662.9887	31140.9359	32270.8482	33109.9521	33784.6544	33789.8210	33793.2623
26957.1226	29510.5406	31759.6850	33116.2969	34341.2602	35133.0400	35785.3840	35728.3037	35817.0873
28065.1838	30772.3901	33048.3772	34569.0052	35798.4282	36541.0413	37107.1133	37087.2711	37054.2514
29200.0858	31974.6132	34171.4573	35658.6435	36995.8290	37569.3130	38162.3007	38089.0188	38135.0043
								15694.4914
								22671.8003
								27569.4534
								31200.3246
								33876.5865
								35805.4608
								36929.5334
								38090.1740
