13006.9803	12526.9268	12249.9483	11993.9225	11835.0194	11690.0845	11590.6474	11576.6542	11603.5228
20388.1869	19242.4179	18493.2858	17838.8364	17559.7482	17219.2356	16984.6185	17024.7936	17075.3103
24673.3460	22924.1015	21754.1635	20863.8890	20241.5280	19840.4755	19536.3945	19492.6935	19560.0170
28826.5474	26495.6839	24957.4458	23879.9218	23169.7865	22645.4851	22257.8524	22319.1192	22415.5834
33019.0767	30471.6690	28588.3587	27151.8039	26289.0063	25672.9221	25239.4200	25274.0835	25207.5249
37296.8717	34211.1902	31976.3125	30510.7330	29483.3231	28758.5045	28208.8136	28202.3445	28201.3193
40843.4325	37421.0733	34906.1037	33549.8761	32404.8829	31724.7736	31196.3418	31241.9133	31180.9407
44514.2460	40821.2490	38195.9130	36653.8245	35483.8245	34850.1885	34366.3245	34404.4515	34429.2810
47692.3593	43854.6518	41287.4291	39726.0964	38467.9842	37984.2305	37465.0998	37548.7670	37508.1863
								16983.9972
								19492.5960
								22309.9849
								25189.8714
								28143.1447
								31195.1302
								34539.6765
								37554.9448
