5.0251	5.0251	5.0251	5.0251	5.0251	5.0251	5.0251	5.0251	5.0251
18.5462	18.5463	18.5457	18.5456	18.5488	18.5475	18.5450	18.5471	18.5480
30.9106	30.9139	30.9121	30.9114	30.9145	30.9165	30.9159	30.9126	30.9139
43.2844	43.2826	43.2841	43.2761	43.2825	43.2888	43.2773	43.2713	43.2790
55.6482	55.6328	55.6460	55.5981	55.6532	55.6486	55.6440	55.6414	55.6465
68.0149	68.0098	68.0003	67.9691	67.9900	68.0094	68.0032	67.9942	67.9984
80.3685	80.3936	80.3573	80.3492	80.3706	80.3792	80.3628	80.3540	80.3765
92.7510	92.7558	92.7442	92.7432	92.7518	92.7351	92.7631	92.7103	92.7622
105.0773	105.0682	105.1050	105.0997	104.9732	105.1013	105.1330	105.1072	105.0959
								18.5471
								30.9134
								43.2723
								55.6431
								68.0003
								80.3623
								92.7442
								105.1041
