80535765468	80537064241	80537064241	80535734987	80536605988	80535832840	80534998103	80535801476	80536182105
80417230080	80391823682	80396452294	80407497858	80419054412	80402476522	80420879072	80425201091	80417713504
80476445746	80474204001	80476843148	80476473563	80479215930	80468192452	80467880850	80483412476	80478451630
80470184931	80476993878	80468270262	80492475687	80465790172	80479296570	80474930587	80452825379	80466609175
80485099448	80483180137	80478406231	80495182859	80475382441	80466438146	80492169133	80483978425	80481558699
80475898439	80447516696	80444978864	80454950777	80445416998	80447738005	80446015200	80448318769	80438441844
80520984144	80506746617	80500223275	80470540102	80504475237	80498328941	80522086117	80519006252	80521223020
80558286693	80562051545	80549151177	80557246002	80554003018	80562335916	80548935404	80558332665	80562431482
80428475948	80418358708	80423343689	80406589259	80433426080	80407556311	80407388964	80418378391	80411696826
								80395497825
								80478748624
								80452639250
								80493876336
								80444206905
								80521123019
								80558742795
								80402951438
