906840.4451	922921.3062	955837.7491	989248.2764	1.057946e+06	1.120729e+06	1.259554e+06	1.256174e+06	1.262728e+06
514612.3309	511058.1934	521671.9462	530034.1231	561091.9485	593135.9785	658606.2980	659053.3546	662548.7831
393774.8377	385515.8538	387058.4954	391548.0477	408174.8800	431643.9981	478276.0656	476466.2360	478302.8069
341541.9308	330830.4572	329888.3184	332739.3627	347695.0103	365206.9699	402705.1010	404721.3835	405879.3235
313081.3049	304418.0437	302861.4580	302776.7125	315506.0268	331408.4781	365022.0883	364614.2025	364245.2042
297574.2468	286977.2822	283808.3666	285869.1165	296816.5703	311396.1899	341707.6478	339835.3862	340268.0466
281488.3797	271984.2280	268212.4490	271343.0134	282698.5734	296537.2441	325363.0985	324161.3749	324085.0623
270943.5737	261308.8893	257950.5891	260557.5141	271534.0158	285235.6290	315487.0162	313153.2520	314176.0991
261394.1536	252183.9540	250716.8604	253866.8472	264896.8893	278851.8574	308168.6440	306301.2548	306230.1021
								658141.2270
								476711.6487
								404540.8329
								364267.3790
								339411.6352
								323938.3837
								314829.6887
								306917.4581
