50395.5075	50602.1445	50832.3542	51120.1868	51274.3103	51497.7820	51604.7029	51602.2885	51642.0900
67558.2486	67698.1967	67866.9037	67977.8393	68104.6138	68154.1206	68226.1246	68263.4994	68255.1629
67045.5323	67212.8618	67392.7323	67519.8599	67634.9351	67726.4729	67788.4160	67771.4581	67801.5090
66532.8288	66677.4479	66836.2803	66970.4517	67090.3290	67169.4025	67220.9821	67232.9525	67236.4988
65923.4874	66084.9053	66264.1999	66376.1930	66481.7800	66567.4071	66642.0202	66640.1321	66653.8465
65173.1317	65402.0853	65591.2414	65737.0382	65855.9007	65922.6988	65999.4345	65993.5517	65998.3520
64053.6624	64312.4969	64641.6925	64827.9942	64964.9762	65101.9817	65242.7324	65228.8720	65274.2954
62655.3166	63116.3956	63526.4473	63844.7004	64058.6738	64269.7010	64389.5282	64435.2349	64420.8606
61292.5439	61858.5348	62368.6902	62705.3246	63093.7992	63318.8996	63477.7369	63501.4182	63512.1484
								68239.9327
								67768.0083
								67241.8054
								66689.2317
								66033.4316
								65284.2722
								64406.3541
								63519.3273
