0.0150	2.5837	0.2537	1.5418	0.1353	1.003808e-05	0.0858	2.4016	0.0884	0.9188	0.0829	0.0865	0.1496	11982.4679	0.5290	0.3502	10066.7969	0.5736	0.1395	0.0408	0.0655	0.0001			
0.0150	2.5821	0.2535	1.5428	0.1351	9.878229e-06	0.0859	2.4033	0.0880	0.9167	0.0817	0.0848	0.1502	0.1477	0.6002	0.5658	0.5762	0.6217	0.1566	0.0411	24272.6393	0.0001			
0.0150	2.5948	0.2537	1.5444	0.1357	1.072834e-05	0.0856	2.4049	0.0883	0.9168	0.0819	0.0842	0.1541	0.1329	0.6193	0.5768	0.6097	0.6006	0.1605	0.0412	0.0654	0.0001			
0.0150	2.5818	0.2537	1.5460	0.1354	1.037679e-05	0.0859	2.4039	0.0880	0.9179	0.0817	0.0840	0.1541	27255.5946	0.6423	0.6215	0.6384	0.6139	0.1569	0.0409	0.0657	0.0001			
0.0151	2.5837	0.2540	1.5470	0.1355	9.412915e-06	0.0858	2.4069	0.0885	0.9176	0.0817	0.0839	0.1461	13935.0447	0.5984	0.5766	0.6111	0.6365	0.1636	0.0412	0.0654	0.0001			
0.0150	7455.1686	0.2539	1.5468	0.1357	1.031527e-05	0.0857	2.4040	0.0884	0.9210	0.0815	0.0853	0.1539	0.1403	0.6048	0.5255	0.5883	0.6049	0.1546	0.0410	24364.2862	0.0001			
0.0150	2.5863	0.2541	1.5463	0.1358	9.419040e-06	0.0856	2.4078	0.0887	0.9173	0.0813	0.0857	0.1586	0.1310	0.5832	0.5431	0.6009	0.5383	0.1516	0.0414	0.0659	0.0001			
0.0150	2.5904	0.2537	1.5443	0.1358	1.158324e-05	0.0854	2.4068	0.0883	0.9176	0.0809	0.0860	0.1432	0.0970	0.4972	0.3893	0.4199	0.4823	0.1447	0.0412	0.0658	0.0001			
0.0149	2.6018	0.2539	1.5443	0.1356	1.148317e-05	0.0857	2.4097	0.0880	0.9190	0.0813	0.0851	0.1528	0.1384	0.6182	0.5906	0.5923	0.5845	0.1603	0.0410	0.0660	0.0001			
0.0150	2.5992	0.2538	1.5459	0.1361	1.318985e-05	0.0855	2.4136	0.0884	0.9208	0.0804	0.0849	0.1493	0.1273	0.6319	0.9063	0.5609	0.6471	0.1653	0.0409	0.0660	0.0001			
