5.5671	2.7824	4.5015	3.3621	6.0554	7.1910	6.3976	2.9331	4.1061	3.5976	5.2861	4.9283	5.3391	5.0919	5.7591	6.2822	4.7800	4.2687	5.8650	5.9831	4.0297	4.1470	12.4197	5.4095	11.3094	7.3885	12.6502	17.3031	13.2093	5.6067	8.8887	7.3626	11.5168	11.7837	13.8367	14.5171	12.9824	17.5283	12.2070	12.1823	13.1526	6.1465	4.1291	4.2859	19.0585	11.1588	21.3424	13.2259	24.1628	27.6607	17.9639	11.3029	19.3481	15.8196	22.1567	18.5450	20.4748	20.5692	19.2702	24.6363	18.9926	19.1418	23.7001	9.7110	4.8877	5.2139	46.0479	25.5936	47.9967	33.3893	40.6361	54.2058	47.5619	25.9674	43.8055	36.6275	46.5857	44.9663	49.7071	50.4442	46.8856	58.3495	46.2436	46.7122	51.9007	28.1529	14.6684	16.6001
5.8864	2.9882	4.7451	3.5325	6.2012	6.9657	6.4334	3.0595	4.2203	3.6607	5.5104	5.2508	5.3450	5.1635	5.6166	7.2981	4.8356	4.4205	5.9650	6.1753	4.1704	4.3386	12.5424	5.8463	11.6457	7.8261	12.8026	16.2011	13.2277	6.0048	9.6285	7.8198	11.5986	12.1151	14.0338	14.6071	13.2071	17.6875	12.5617	12.6072	13.3090	6.2385	4.2690	4.6990	19.3564	12.6130	21.5982	13.5059	24.2489	26.3209	15.1910	12.2414	20.5699	17.1610	22.3849	18.4403	20.4054	20.2743	19.1738	23.5260	18.7751	19.0097	23.1410	11.3426	6.2371	6.8691	46.3002	27.4214	48.4008	35.4236	42.7774	60.9868	47.1777	28.2181	45.9407	39.7593	46.8036	44.7267	49.1358	49.4579	46.4633	57.2093	45.8144	46.4012	51.6782	30.1808	15.8318	18.1569
6.1635	3.0838	4.9106	3.5438	6.2679	7.3146	6.5621	3.1148	4.4952	3.8005	5.6174	5.5100	5.2776	5.3708	5.6664	8.2794	4.9782	4.6866	6.0617	6.2569	4.3657	4.8724	12.6192	6.0156	11.9589	8.2637	12.8238	16.7223	13.2866	6.2963	10.3590	8.3233	12.0537	12.1818	14.0502	14.4469	13.2124	17.7791	12.5316	12.6846	13.4925	6.4546	4.4397	5.1777	19.5707	12.8058	21.9259	13.3527	24.2037	29.0993	21.3833	13.1095	21.8595	18.2799	22.4080	18.3064	19.9223	19.7481	18.8859	23.4017	18.6478	18.8885	23.0590	10.4866	6.0902	7.1026	46.4782	29.4733	48.6595	36.5731	50.3870	59.6565	48.0574	30.1358	47.4338	42.1464	46.8826	44.6456	48.6538	48.7719	46.2617	56.6837	45.8056	46.2573	51.5981	28.9817	14.8629	17.8043
6.4453	3.0902	5.1052	3.6661	6.3600	7.2498	6.6674	3.1973	4.6150	4.0721	5.8569	5.7441	5.3957	5.6215	5.7616	8.5636	5.1734	4.8096	6.3183	6.4444	4.4873	5.2669	12.8201	6.2947	12.1227	8.6790	12.9193	16.1582	13.2783	6.4917	10.7787	8.7905	11.7626	12.3414	14.0675	14.5798	13.3221	17.5441	12.8567	12.8870	13.4719	6.5437	4.5666	5.5348	19.9144	13.7466	22.1832	13.0028	24.3169	26.6026	19.6167	13.9455	21.9816	18.9139	22.5733	18.1275	19.6634	19.6875	18.7958	22.6517	18.5474	18.6636	22.3799	10.4434	5.3366	6.4209	46.8331	31.4028	48.9222	37.5574	49.9149	57.9080	47.2212	31.8400	48.7836	43.8613	47.1232	44.5129	48.4883	48.8914	46.2392	55.3858	45.6696	46.0310	50.8606	28.9042	16.6096	20.3726
6.7097	3.1450	5.2437	4.0031	6.5273	6.4739	6.7826	3.3841	4.7670	4.1538	5.9792	5.9296	5.3285	5.9081	5.9249	9.7429	5.3263	4.9329	6.5591	6.5056	4.5689	5.6662	12.7587	6.4891	12.2598	9.2420	12.9511	16.1103	13.3624	6.8576	11.3242	9.2687	11.6783	12.4173	14.2241	14.5110	13.3245	17.5090	12.9206	13.0076	13.4599	6.5534	4.6033	5.9618	20.0366	14.5627	22.1276	13.1017	24.4122	27.0659	17.7889	14.5717	22.1611	19.3689	22.6529	18.1275	19.7619	19.6163	18.6949	22.4304	18.3407	18.4113	22.3975	10.0565	5.6263	7.0339	46.9485	32.8610	49.1304	38.2068	50.2812	57.2370	47.5888	33.5880	49.1737	45.2867	47.0960	44.4607	48.1926	48.4188	46.1252	54.4235	45.5158	45.8802	50.7599	28.0905	18.6517	24.0310
6.9095	3.2824	5.3683	4.0328	6.6583	7.0551	6.7951	3.5451	4.9618	4.2194	6.0498	6.0971	5.4069	6.1206	5.9930	9.2250	5.5487	5.1503	6.4787	6.7547	4.5859	5.8658	12.8411	6.8633	12.3419	9.6699	12.8218	17.1598	13.3567	7.1186	11.8210	9.6504	11.7846	12.4955	14.2283	14.4397	13.3659	17.6493	13.0766	13.1222	13.5368	6.6633	4.6886	6.1055	20.2624	15.2862	21.9705	13.1506	24.2949	27.9433	21.3203	15.3332	22.6535	19.5919	22.5616	18.1673	19.7013	19.7269	18.7271	22.3798	18.3967	18.4872	22.2792	11.9527	7.0995	8.7115	47.1713	34.6467	49.0199	38.5331	50.0095	57.7345	47.0469	35.3653	49.2613	45.8724	47.0366	44.4412	48.1334	48.3377	45.9197	54.7732	45.4443	45.7992	50.6971	29.0944	16.9512	22.1411
7.0820	3.3585	5.5431	4.0426	6.7933	8.3195	6.9227	3.5980	5.1058	4.4193	6.1881	6.2856	5.5154	6.2939	6.2666	9.8646	5.6816	5.3184	6.6415	6.7007	4.5829	6.0190	12.8310	6.9879	12.3753	10.0766	13.0331	16.0351	13.3319	7.3246	12.1211	10.0363	11.9015	12.4673	14.1518	14.2261	13.2568	17.0799	12.9435	13.0045	13.3839	6.7929	4.6974	6.4145	20.5682	16.0787	21.8052	13.1680	23.7658	26.8793	22.5636	16.3016	22.7972	19.3856	22.8426	18.0775	19.5662	19.3332	18.6084	21.9643	18.1472	18.3424	22.3681	11.5606	6.2504	8.1484	47.2640	36.2659	48.8455	38.5168	51.1077	57.8263	47.7057	37.1334	49.6570	46.0556	47.0076	44.4522	47.9816	48.0708	45.8763	54.7018	45.3581	45.7277	50.6353	32.1057	19.9330	27.1568
9.2018	6.4644	7.8690	6.8335	9.4167	13.3219	9.4845	6.4619	7.3920	6.9371	8.3983	8.5672	9.0376	10.4342	9.3043	14.5071	8.5953	8.1607	9.1871	9.0081	7.6886	11.1326	14.6328	9.0198	14.1421	12.1568	14.7025	19.0672	15.0765	9.4251	14.1498	12.0660	13.5390	14.3270	16.2331	16.5059	15.2381	19.7406	14.9468	15.0606	15.5254	9.0010	7.6012	10.8531	20.7474	16.6944	21.9828	14.8486	24.4447	26.9827	21.2107	16.8763	23.0740	19.7405	22.6693	19.0540	20.5825	20.3256	19.5759	23.2443	19.2231	19.3892	22.7324	12.8591	8.3180	12.0122	47.4723	37.7610	48.9361	40.4468	50.9265	57.9168	47.9995	38.5340	49.9345	46.3148	47.1334	45.5561	49.2483	49.4563	46.8751	55.2375	46.4376	46.8835	50.8991	35.1434	23.6659	31.9573
9.2936	6.4689	7.9214	6.7999	9.4335	13.7166	9.5022	6.4487	7.4206	6.9287	8.3347	8.6562	9.1550	10.6847	8.7144	15.0754	8.3606	8.0419	9.3929	8.9780	7.7355	11.1028	14.5777	9.2031	14.1710	12.5280	14.6227	17.6156	15.0396	9.5027	14.3133	12.3839	13.5058	14.3931	16.3272	16.4996	15.2984	19.9160	14.9484	15.1166	15.3835	9.0528	7.5839	11.4307	20.8868	17.3475	21.8875	14.8508	24.1988	27.3934	21.9073	17.5729	23.2797	19.5608	22.5991	19.0827	20.5817	20.3797	19.5717	23.5008	19.1691	19.3601	22.7419	12.9270	8.8840	12.3131	47.7317	39.2230	48.8779	40.5758	50.6200	58.5636	48.0641	40.0768	50.1416	46.1282	47.1638	45.5906	49.0122	49.2733	46.8977	55.5626	46.4394	46.9640	51.0445	36.1622	26.9352	37.3845
9.3996	6.4654	7.9906	6.7869	9.4690	16.2882	9.4862	6.4463	7.5079	6.9273	8.4740	8.7778	9.0606	10.5081	8.6475	16.1747	8.4978	8.0961	9.3866	9.0407	7.6850	11.1578	14.6194	9.4444	14.1929	12.8089	14.7475	18.1728	15.0762	9.8346	14.4291	12.6404	13.6091	14.4125	16.3837	16.3336	15.3123	19.5894	15.0507	15.1607	15.2703	9.0953	7.6321	11.1782	21.1138	17.9748	21.8583	14.8483	24.2976	28.3077	21.9793	18.2440	23.5459	19.4215	22.5892	19.1160	20.5283	20.4089	19.5924	23.0842	19.1414	19.3549	22.7391	13.8791	9.6074	13.6214	47.6111	40.7072	48.8638	40.5036	51.3164	60.2646	48.1019	41.3230	50.3235	45.8419	47.0414	45.5886	49.0219	48.9337	46.7874	54.7941	46.3032	46.9161	51.1041	37.5001	26.5955	36.8390
