134.1757	2196.7350	2582.8130	2511.2040	158.0606	1.2633	73.5888	2127.6310	92.5145	1164.1630	118.6825	801.9106	121.9230	316.5913	206.9895	36.3302	220.7574	157.0229	77.9068	22.5382	139.6791	41.3439
69.6458	1206.4290	1213.1720	1739.2140	78.7040	0.5725	36.2637	1064.4390	45.9049	577.4647	57.9525	387.3535	57.4822	154.9314	102.8045	17.6772	108.0945	77.7094	38.2752	11.3456	67.3035	18.9646
54.1001	801.7973	814.9806	1157.4400	52.4624	0.3383	24.6640	708.5817	31.0150	384.6246	40.0735	274.2573	40.2197	105.9146	69.9397	11.8538	73.7737	52.9937	26.2070	8.0327	44.8693	12.4782
48.2101	603.4777	623.7529	872.2530	39.4108	0.2475	19.1426	531.0509	23.6926	290.0461	31.8653	216.6754	30.9744	79.9600	53.6942	8.8760	57.2718	40.9499	20.3955	6.5747	33.8200	9.4288
46.3389	477.2598	512.7495	700.4875	31.5400	0.1942	16.7441	424.5856	20.1625	231.2742	27.1976	184.8576	25.8316	65.6999	45.7386	7.0681	47.5189	33.8977	16.9212	5.7758	27.0764	7.4964
47.0963	399.0173	445.0811	585.1951	26.3496	0.1587	15.9599	354.0214	17.6092	193.0816	24.1591	167.3299	22.9001	55.3720	40.5468	5.9497	42.2668	29.9266	14.9824	5.3401	22.6982	6.2546
49.1407	343.6155	401.7706	503.9926	22.5944	0.1366	15.4808	303.6016	17.0239	165.1832	22.0941	156.5973	20.9025	48.1007	37.6472	5.1208	39.2427	27.4321	13.8149	5.0305	19.5422	5.3384
51.6710	298.4930	376.4163	433.4945	19.8152	0.1112	15.1747	264.8944	16.9010	144.0277	20.3934	148.3080	19.2701	43.0635	35.8875	4.4039	37.0316	25.5429	12.8924	4.8002	16.9435	4.5788
54.0772	266.4194	357.7593	385.1154	17.7398	0.0984	15.1185	235.3847	16.5750	127.7271	19.3415	143.6397	18.2220	38.2852	34.2950	3.8998	35.8870	24.4509	12.2843	4.6900	15.1721	4.0609
57.4940	244.1108	349.1039	352.1722	17.1768	0.0885	15.0895	211.7599	16.0604	115.5544	18.4647	139.6758	17.3950	34.8399	33.6236	3.5122	35.0922	23.6001	11.7961	4.6255	13.7040	3.6453
