72110.5861	72181.5020	72017.3854	71825.3034	71965.6360	71847.0304	71754.3179	72152.2823	71701.5960	71581.5959
100393.6916	100475.1401	100325.4354	100159.7584	100248.9646	100122.5001	100065.9986	100300.6565	100041.4885	99927.3803
103068.4717	103042.4079	102911.6950	103061.3386	102811.2071	102655.0866	102566.5667	102723.3899	102473.1238	102415.9920
104808.6655	104730.9858	104556.1031	104456.2669	104340.4822	104114.3908	103937.6387	103965.3303	103820.9483	103642.3101
105762.3107	105562.9103	105355.8021	105212.8863	105119.1352	104850.1469	104662.5634	104603.2931	104376.3202	104155.8672
106198.3972	106019.0794	105791.1240	105593.5937	105352.3562	105007.2020	104815.8399	104705.6004	104491.2576	104268.3302
106464.8960	106171.0979	105824.3878	105583.3780	105327.4707	105005.5763	104691.7883	104568.7133	104321.7415	104064.9009
106539.9180	106084.9075	105744.4290	105449.2370	105047.5448	104658.2504	104439.3234	104192.4865	103965.8333	103680.8441
106442.5591	105948.8222	105395.2382	105126.1508	104749.2155	104327.0694	104063.0437	103876.4910	103518.5684	103266.0882
106179.0233	105642.5486	105086.9356	104674.0260	104236.4460	103820.2335	103529.2392	103304.3171	102988.4950	102733.5214
105811.6573	105184.7609	104684.8993	104154.0750	103733.8372	103292.4498	102948.9570	102676.6188	102365.8954	102151.4941
105433.8737	104777.7306	104134.9825	103637.9481	103113.0929	102628.7910	102289.4194	102061.3637	101756.4070	101544.5991
104989.5059	104285.6529	103611.0291	103034.0943	102501.2333	102033.0755	101691.1177	101390.5706	101083.4765	100875.8894
104495.7845	103626.2483	102947.3780	102336.3310	101812.9008	101333.7700	100938.4716	100654.1356	100365.4506	100146.8152
104019.3480	103090.1758	102302.1146	101673.2469	101103.8521	100616.2268	100177.9402	99871.7675	99598.9454	99381.9317
103460.0673	102510.7845	101615.2334	100934.0039	100275.5925	99831.2950	99355.8174	98984.5540	98765.8822	98536.9772
102907.8193	101849.4306	100859.3924	100021.3991	99350.1992	98843.6122	98377.8814	98019.2700	97800.7314	97588.0428
102353.6341	101116.2232	99897.7883	98961.1331	98257.5141	97747.3096	97262.7853	96942.2543	96804.5924	96593.9225
							93489.8448		
							91137.8822		
							89051.0447		
							87270.2175		
							85627.6466		
							84138.2248		
							82639.3651		
							81413.2930		
							80182.5663		
							79014.3795		
							77921.7291		
							76912.7037		
							75814.9177		
							74953.0228		
							73906.4902		
							72951.3700		
							72035.3656		
							71102.3966		
							71684.1142		
							72535.6719		
							73310.9267		
							74157.5708		
							74987.0679		
							75790.8431		
							76407.9440		
							76950.2285		
							77513.6998		
							78076.3802		
							78458.8787		
							78814.9017		
							79188.5985		
							79243.9679		
							79688.1965		
							79871.6368		
							79978.1861		
							79899.8978		
							78815.0006		
							78089.9224		
							77638.5418		
							77106.0961		
							76582.2020		
							76073.6398		
							75589.3035		
							75161.4755		
							74815.8232		
							74350.4093		
							73986.9495		
							73483.2892		
							73085.5595		
							72663.5221		
							72316.0740		
							71956.6341		
							71524.9117		
							71128.4029		
