56.4829	62.1331	62.9756	58.8428	66.2770	65.7994	73.3764	100.5677	108.1340	100.1895
60.4698	67.1911	68.3655	64.6901	73.7201	73.5645	81.1925	107.5378	115.8715	107.7041
65.4872	71.3330	73.5074	77.4232	82.2295	84.0238	91.8609	113.2806	121.8222	114.7036
73.9588	81.0619	84.7247	85.9076	96.7794	96.5223	104.8149	118.8110	127.1798	120.3779
80.4607	86.4301	95.8296	97.2449	107.3125	106.8746	117.1820	123.1842	131.6252	125.3143
85.8852	96.7543	105.2768	106.3857	112.1694	112.9567	121.8788	126.9032	135.7002	129.4596
95.8747	105.0975	109.0514	110.3415	115.8242	116.0195	125.5329	130.2408	139.7443	133.4793
104.1759	108.1947	111.9409	113.4432	118.5919	118.8239	129.0335	133.4395	142.8053	137.3233
106.5451	109.7402	114.5639	115.7578	120.8012	121.2135	132.3541	136.6352	145.8702	140.5999
109.8267	113.7492	116.4499	117.6681	122.8346	123.5276	137.9383	139.2866	148.5487	143.3674
111.7077	115.5916	118.0384	119.6432	124.9951	128.3149	139.9137	141.8512	151.0367	146.1526
113.6735	116.8866	119.7327	121.2522	129.5556	130.0962	141.8476	143.6724	153.2801	148.5610
115.1720	118.5099	121.2899	124.4139	131.0371	131.7221	143.7882	145.5065	155.4801	150.8341
116.1726	119.9827	122.5959	126.6737	132.4475	132.9722	145.3834	147.3386	157.3247	152.8319
117.4110	121.1924	125.8383	127.8768	133.7427	134.1955	146.9240	149.3558	159.3605	154.9876
118.5487	123.0389	127.4316	128.9572	134.8921	135.5906	148.3988	150.7963	161.0168	156.9681
119.4485	123.9529	128.5884	129.8988	136.0706	136.7165	149.8142	152.3419	162.7854	159.0561
120.2329	127.0913	129.4810	130.8281	137.0816	137.6604	150.8403	153.6725	164.4096	160.9534
							157.2496		
							160.4934		
							163.7880		
							167.2790		
							170.6730		
							174.0182		
							177.5573		
							180.8023		
							184.1373		
							186.7952		
							189.8432		
							192.8580		
							195.9062		
							198.7243		
							201.6637		
							204.3810		
							206.8168		
							208.9441		
							303.5575		
							307.9010		
							311.4029		
							315.0234		
							318.5882		
							321.8874		
							324.9601		
							327.8384		
							331.1726		
							334.1074		
							337.1463		
							340.3626		
							342.9261		
							345.5104		
							348.4194		
							350.1722		
							352.5975		
							353.5497		
							357.1872		
							360.7530		
							363.8752		
							366.7529		
							369.8942		
							373.1565		
							376.0342		
							378.9557		
							381.2112		
							384.3047		
							386.6310		
							388.7679		
							391.3544		
							394.3911		
							396.3408		
							398.2267		
							400.3740		
							400.5886		
