5.0250	5.0250	5.0250	5.0250	5.0250	5.0250	5.0250	5.0250	5.0250	5.0250
97.8995	97.8995	12.3681	97.8995	97.8995	97.8995	97.8995	12.3681	97.8995	12.3681
106.6772	194.7974	106.6772	106.6772	18.5490	106.6772	18.5490	106.6772	106.6772	106.6772
114.2221	114.2221	114.2221	24.7338	24.7338	114.2221	114.2221	24.7339	114.2221	24.7338
121.2420	121.2420	121.2423	30.9162	30.9162	30.9162	121.2420	121.2420	121.2420	121.2420
37.0968	127.9910	37.0968	127.9910	127.9910	37.0968	127.9910	127.9910	127.9910	127.9910
43.2825	43.2825	134.5676	43.2825	134.5880	134.5880	43.2825	134.5880	134.5880	43.2825
141.0812	141.0812	49.4643	141.0812	49.4643	141.0812	141.0812	49.4642	49.4643	49.4643
55.6493	147.4829	147.5109	55.6493	55.6493	55.6493	147.5109	55.6492	55.6493	239.3727
153.8895	61.8302	61.8302	61.8302	153.8895	61.8302	61.8302	153.8895	61.8302	153.8895
68.0143	160.2363	68.0143	160.1988	160.2014	68.0143	68.0143	160.2363	68.0143	160.2363
166.5148	166.5544	166.5154	166.5544	74.1946	74.1946	74.1946	74.1946	74.1946	74.1946
80.3747	80.3747	172.8479	172.8511	80.3747	80.3747	80.3747	80.3747	80.3747	80.3747
179.1407	86.5636	86.5636	86.5634	86.5636	86.5636	179.1407	86.5636	179.1407	86.5636
92.7476	92.7476	92.7476	92.7476	92.7476	92.7475	185.4121	185.4080	185.4080	92.7476
98.9301	98.9299	98.9301	98.9301	284.3058	191.6718	98.9301	98.9299	191.6718	98.9301
197.9224	197.8653	105.1125	105.1125	105.1123	105.1125	197.9224	105.1125	105.1125	105.1125
111.2942	204.1657	111.2942	204.1602	204.1068	204.1099	111.2940	111.2942	204.6013	111.2940
							117.4849		
							123.6594		
							129.8496		
							229.0228		
							142.2251		
							148.4062		
							154.5750		
							160.7580		
							166.9542		
							266.2963		
							272.5972		
							185.4907		
							191.6849		
							197.8599		
							297.4264		
							210.2216		
							216.4172		
							316.0188		
							508.8715		
							234.9616		
							241.1414		
							340.9076		
							253.5179		
							259.6960		
							265.8843		
							272.0568		
							278.2568		
							378.0079		
							384.1951		
							296.7958		
							302.9693		
							776.9070		
							315.3359		
							321.5380		
							327.7494		
							333.9008		
							340.0669		
							346.2494		
							352.4350		
							358.6155		
							551.8078		
							370.9922		
							377.1655		
							383.3514		
							389.5639		
							395.7409		
							869.5688		
							408.1186		
							414.3014		
							420.4557		
							613.9117		
							432.8198		
							719.6695		
							538.7537		
