132.9194	2627.8295	1616.2086	2415.4095	0.0018	0.0724	0.0027	2980.7585	310.3981	2463.6396	386.7012	0.0055	0.0328	0.0572	0.0177	0.1008	0.0159	0.0211	973.8468	0.0065	279.1950	0.2960			
158.3920	3151.2351	1834.2903	2907.5710	0.0018	0.0734	0.0029	3573.2299	375.2615	2935.0561	434.5592	0.0060	0.0380	0.0646	0.0202	0.1164	0.0183	0.0246	1117.9836	0.0067	324.6751	0.3294			
183.3048	3675.7341	2083.0762	3388.7891	0.0020	0.0778	0.0032	4156.1937	442.1624	3384.0185	479.5621	0.0067	0.0431	0.0731	0.0231	0.1329	0.0210	0.0283	1269.7042	0.0074	370.6854	0.3700			
205.1964	4192.8524	2313.9684	3863.8577	0.0021	0.0824	0.0034	4726.7684	503.2881	3818.0959	513.2326	0.0074	0.0485	0.0813	0.0260	0.1516	0.0239	0.0323	1420.1705	0.0080	413.9463	0.4038			
223.6978	4693.6908	2536.0842	4343.5823	0.0023	0.0857	0.0036	5276.5999	564.3790	4231.6324	546.4694	0.0082	0.0540	0.0893	0.0289	0.1722	0.0269	0.0363	1581.6019	0.0088	458.7785	0.4423			
259.5288	5255.1934	3064.4816	4877.4921	0.0032	0.1175	0.0047	5953.8141	650.3414	4941.1949	665.1037	0.0103	0.0653	0.1081	0.0354	0.2058	0.0323	0.0431	1888.7101	0.0110	541.0457	0.5548			
279.3201	5775.6260	3272.9608	5359.7836	0.0032	0.1173	0.0048	6546.5028	713.8071	5412.1528	678.2356	0.0106	0.0692	0.1144	0.0376	0.2220	0.0347	0.0464	2006.8888	0.0113	580.1242	0.5789			
296.9321	6296.8335	3470.2628	5851.2386	0.0033	0.1186	0.0049	7136.1709	777.6748	5853.5403	691.6180	0.0109	0.0735	0.1184	0.0391	0.2302	0.0366	0.0496	2091.5088	0.0114	614.4046	0.5977			
309.3803	6820.6902	3651.0104	6333.0548	0.0033	0.1189	0.0050	7727.5856	838.1839	6326.4547	709.2357	0.0111	0.0753	0.1229	0.0408	0.2472	0.0385	0.0526	2184.7646	0.0116	646.0169	0.6136			
318.9275	7338.8495	3819.6903	6826.0410	0.0034	0.1204	0.0050	8307.5614	899.2341	6767.2052	722.2085	0.0113	0.0778	0.1275	0.0416	0.2497	0.0400	0.0556	2259.2768	0.0116	673.6028	0.6332			
