65.8941	160.0393	1524.4316	551.7247	80.5525	0.9604	70.1515	221.5070	73.9199	235.1016	51.5748	385.3519	71.7698	80.5490	101.9526	8.8624	94.0223	60.2257	32.9617	24.4049	44.0275	12.4693			
65.7381	157.8406	1521.5852	548.8612	80.6451	0.9280	70.0258	218.6080	73.5685	234.4230	51.5465	383.5892	72.0467	80.7879	103.9955	8.8820	91.2260	56.3896	32.2500	24.4045	43.4443	12.5883			
65.6832	156.1229	1521.5328	546.7835	80.5476	0.9288	69.9580	216.9406	73.2475	233.7085	51.5198	384.6371	72.5186	78.7921	101.5516	9.1188	91.5914	58.7756	32.9059	24.3986	43.3067	12.5689			
65.5923	154.9186	1519.1964	545.0670	80.3510	0.9361	69.8577	215.5006	73.0736	233.0780	51.4917	384.9378	70.5639	78.8226	99.1890	9.0049	90.2013	56.0466	32.4020	24.3770	43.2751	12.5864			
65.5862	154.1534	1518.3812	543.9783	80.3358	0.9322	69.7565	214.5789	73.0322	232.6925	51.4546	384.4426	70.8786	82.1511	102.6207	8.6057	89.8580	58.9870	32.3258	24.3587	43.0986	12.5036			
65.4964	153.2543	1515.4306	542.8079	80.0608	0.9289	69.5582	213.8562	72.8164	232.0626	51.3835	388.4221	70.9626	84.8879	102.3795	8.8878	92.6628	59.6793	33.2117	24.3454	44.5491	12.4376			
65.4904	152.5990	1515.8589	542.2758	80.1316	0.9878	69.6987	212.9939	72.7881	231.7620	51.4131	387.7077	73.0942	82.2046	98.1115	8.6763	90.8324	57.7193	33.0945	24.3328	44.3410	12.4519			
65.4635	152.1409	1514.5408	541.7954	80.2621	0.9326	69.7640	212.4254	72.7854	231.0956	51.3892	383.3908	71.1803	84.2983	104.0569	10.0233	91.6776	57.5930	33.3881	24.3373	44.1197	12.5237			
65.4639	151.5989	1514.0727	540.4282	80.1546	0.9414	69.6810	211.8222	72.7605	230.8295	51.3886	385.3980	71.9485	81.8491	99.7913	8.2253	90.5721	56.3683	32.9104	24.3386	43.9419	12.5575			
65.4491	151.2401	1514.0385	539.9629	80.0576	0.9283	69.7441	211.7494	72.6646	230.8711	51.4008	383.4759	72.5009	79.8697	103.4277	9.5776	89.7166	56.2304	32.7416	24.3321	43.7998	12.5424			
