40.9277	122.5788	809.8301	510.6652	55.7138	0.6719	47.0583	158.6380	41.2707	168.9926	32.1214	279.2362	48.4001	53.9921	78.4482	6.5320	79.5011	45.1707	21.4227	16.3209	40.4427	9.7900			
40.8689	121.4635	808.3444	509.1858	55.7349	0.6750	47.0867	157.0352	41.1626	168.8598	32.1000	277.0349	47.8624	55.4337	78.8831	6.2908	77.7363	42.6124	20.9447	16.3172	39.9173	9.8104			
40.8412	120.5374	808.4839	508.0930	55.7555	0.6762	46.9967	156.2766	40.9740	168.5015	32.0732	277.9234	49.0018	53.1465	77.9757	6.9493	77.5721	44.0755	21.3199	16.3113	39.8756	9.8232			
40.7968	120.0049	807.2084	507.1426	55.6716	0.6735	46.9143	155.3305	40.8676	168.1247	32.0629	277.7297	47.4599	54.3948	76.9566	6.2523	76.5571	42.4330	20.9924	16.3011	39.8044	9.8031			
40.7938	119.7236	806.7716	506.6223	55.6629	0.6702	46.8941	155.0239	40.8363	167.8920	32.0438	278.0838	47.8085	55.7133	78.7141	6.0627	77.7026	44.3959	21.0735	16.2963	39.7715	9.8281			
40.7507	119.1656	805.2406	506.0207	55.6278	0.6678	46.7428	154.6872	40.7443	167.6515	32.0175	282.5285	47.3027	56.9077	78.9057	6.3257	79.0321	44.6809	21.9315	16.2844	41.1987	9.8231			
40.7465	118.8481	805.5333	505.8359	55.5664	0.6776	46.8106	154.1405	40.7357	167.4482	32.0316	281.2884	48.8762	55.2939	76.4448	6.1678	77.2415	43.8541	21.6486	16.2848	40.9667	9.8397			
40.7317	118.6626	804.8395	505.5848	55.5702	0.6775	46.8735	154.0275	40.7259	167.1951	32.0151	278.9438	47.7016	55.1933	80.0152	7.0839	78.7722	43.5346	21.7907	16.2887	40.7367	9.8667			
40.7326	118.3097	804.5781	504.8772	55.5287	0.6787	46.8707	153.5695	40.7076	166.9995	32.0082	279.5439	48.2097	54.4317	77.8290	5.9975	77.0030	42.1496	21.4811	16.2862	40.5876	9.8717			
40.7238	118.1770	804.6337	504.5028	55.5317	0.6706	46.7828	153.8580	40.6471	167.0695	32.0159	278.6752	48.2018	54.4206	79.0355	6.7701	77.4646	42.6211	21.3166	16.2886	40.4682	9.8877			
