132.9194	2627.8295	1616.2086	4738.8035	1382.4453	0.0724	1139.9653	2980.7585	310.3981	2463.6396	773.4006	768.7228	1244.6438	725.1888	4041.1691	1916.2702	3014.1451	2542.2812	973.8468	456.8835	279.1950	0.2960			
158.3920	3151.2351	1834.2903	5704.3775	1441.0330	0.0734	1247.2137	3573.2299	375.2615	2935.0561	869.1162	835.9606	1442.5586	817.9929	4612.0899	2212.2034	3475.5100	2959.4782	1117.9836	471.7710	324.6751	0.3294			
183.3048	3675.7341	2083.0762	6648.4816	1553.5609	0.0778	1355.0955	4156.1937	442.1624	3384.0185	959.1221	934.0362	1637.1731	926.6494	5260.3381	2525.6539	3995.6938	3408.9108	1269.7042	515.6455	370.6854	0.3700			
205.1964	4192.8524	2313.9684	7580.5209	1669.1451	0.0824	1452.4220	4726.7684	503.2881	3818.0959	1026.4628	1029.5359	1841.5638	1030.5896	5926.0979	2882.3810	4530.9340	3885.5448	1420.1705	563.5946	413.9463	0.4038			
223.6978	4693.6908	2536.0842	8521.6948	1772.6047	0.0857	1527.8559	5276.5999	564.3790	4231.6324	1092.9363	1136.9194	2052.7424	1131.1456	6589.8847	3274.3525	5111.1971	4367.7358	1581.6019	617.2001	458.7785	0.4423			
259.5288	5255.1934	3064.4816	9569.1749	2493.5082	0.1175	2023.8282	5953.8141	650.3414	4941.1949	1330.2044	1426.9636	2481.4196	1369.7504	8068.1219	3912.3503	6131.8857	5182.7857	1888.7101	773.8535	541.0457	0.5548			
279.3201	5775.6260	3272.9608	10515.3849	2538.3202	0.1173	2072.2656	6546.5028	713.8071	5412.1528	1356.4680	1475.6738	2629.5200	1449.7859	8576.0997	4220.3232	6585.4284	5579.6280	2006.8888	792.6680	580.1242	0.5789			
296.9321	6296.8335	3470.2628	11479.5729	2581.8354	0.1186	2120.1398	7136.1709	777.6748	5853.5403	1383.2329	1514.2947	2795.1860	1499.8706	8904.1938	4376.2110	6952.2458	5966.5462	2091.5088	802.3075	614.4046	0.5977			
309.3803	6820.6902	3651.0104	12424.8504	2619.1986	0.1189	2150.1565	7727.5856	838.1839	6326.4547	1418.4682	1549.6066	2861.4049	1556.9042	9308.2031	4699.5456	7308.9687	6336.4931	2184.7646	811.5222	646.0169	0.6136			
318.9275	7338.8495	3819.6903	13392.0424	2645.9948	0.1204	2166.9401	8307.5614	899.2341	6767.2052	1444.4136	1573.6156	2956.0762	1615.8530	9492.5690	4746.9288	7596.7256	6690.2157	2259.2768	815.6210	673.6028	0.6332			
