994.1266	2371.0377	13908.7332	7635.0696	1043.8355	6.3293	933.9043	3411.3916	928.1574	3907.8793	886.1390	7960.7522	1417.4356	2796.3875	2410.7262	477.1972	2455.4651	1764.0214	921.1197	310.6298	693.7411	311.7886
1010.4531	8335.3958	15865.1094	14256.0852	1038.4108	4.4074	929.9966	3705.8434	917.3002	4248.4356	881.0524	8201.6175	1330.0232	2487.9759	2312.3142	371.2028	2381.4285	1684.9195	876.1919	304.7036	666.2184	276.1978
1058.8428	8739.0187	17119.2695	14733.4198	1033.6937	2.1004	925.7181	3700.9296	911.5045	4271.1718	874.9653	8316.0816	1256.7208	2251.7227	2233.9905	285.6140	2308.3158	1612.0940	836.7764	300.2626	642.4476	244.7355
1119.6453	9230.8447	17912.0597	14892.6683	1029.6348	1.3973	923.1838	3693.7265	908.0686	4276.8989	872.7621	8326.2975	1212.3367	2068.2453	2181.4387	226.5553	2256.5979	1558.8719	807.6940	297.2546	618.8545	217.3284
1169.2734	9622.7809	18528.6760	15012.8679	1026.3561	1.0708	921.8565	3687.8274	906.0867	4275.5589	868.0380	8331.5454	1175.3504	1944.0936	2136.7575	183.2224	2199.8832	1505.1493	783.2594	295.1011	591.8711	187.4627
1202.5698	9842.4485	19033.8880	15124.7374	1024.1782	0.8600	920.8731	3686.3440	904.8505	4276.4923	866.6979	8321.4565	1156.4957	1849.9457	2105.6520	155.5880	2163.3627	1472.4330	768.4812	293.5719	567.7665	162.8659
1224.0741	9983.4173	19349.6158	15243.2246	1022.5148	0.7199	920.0876	3684.1485	911.9178	4276.6128	865.0024	8294.9516	1145.1857	1779.0207	2088.0796	135.4482	2144.8652	1453.0227	758.2871	292.1641	544.9718	143.7277
1237.5704	10108.0390	19318.7194	15331.3704	1021.8567	0.6143	919.7261	3682.0418	910.6420	4277.6690	864.8029	8210.2908	1146.6844	1732.4258	2075.4971	122.2086	2134.8206	1441.9854	750.9126	291.0655	526.2379	128.4684
1237.7434	10213.2696	18692.2077	15277.3583	1021.2237	0.5440	919.3714	3682.4415	902.2645	4274.5594	864.0512	8098.0930	1132.9898	1685.4626	2064.9580	110.0678	2126.0123	1430.1559	738.0116	289.5251	508.6259	117.1544
1216.1776	10305.0944	17642.5324	15027.9129	1020.9345	0.4821	919.3160	3681.6778	902.0658	4246.6893	868.0839	7935.8551	1109.0184	1650.5478	2062.9291	109.2724	2124.8526	1418.3926	722.7760	286.3007	495.3147	112.6427
1180.7477	10224.2808	16525.6016	14602.3775	1020.4981	0.4411	919.0005	3679.8424	906.1148	4138.1007	860.3977	7759.4352	1071.1309	1608.2925	2052.2776	100.1152	2120.4834	1397.3768	703.2144	281.1559	479.1297	102.8758
1129.2540	9850.9508	15989.2109	14191.5933	1020.1076	0.4042	918.5276	3677.6354	901.8103	3987.4607	856.7796	7614.3884	1040.2344	1581.2131	2055.2250	94.6056	2122.3277	1380.9221	687.3577	272.9550	460.7399	95.5722
1088.9742	9147.4055	15823.6750	13771.2753	1019.6917	0.3760	917.6227	3675.5910	902.0718	3854.5584	851.5599	7470.1610	1018.3492	1556.8458	2060.6281	89.4628	2123.4402	1365.3405	674.8900	262.0336	441.8889	86.5354
1077.0660	9066.4103	15619.2377	13773.1960	1015.8806	0.3438	912.7113	3649.5483	894.4884	3862.0760	831.8353	7282.9912	936.4366	1306.1678	1898.2068	54.0487	1954.8053	1221.4766	607.4906	258.1725	410.4533	64.8452
