192.768	187.097	190.756	189.895	191.661	271.417	195.15	187.447	194.516	189.726	191.397	194.865	207.511	212.219	202.37	246.543	201.052	204.347	205.928	196.976	198.786	216.829
197.674	192.63	196.814	194.594	197.097	362.672	202.583	191.005	202.124	193.97	196.986	201.988	226.862	237.314	217.556	300.613	214.467	221.41	223.636	206.306	212.511	247.637
201.15	197.391	201.375	198.238	202.901	448.491	207.958	195.208	207.261	198.117	201.871	207.363	241.686	256.909	228.053	349.857	225.587	234.786	237.445	213.387	224.318	274.642
203.303	202.123	204.307	203.13	208.203	545.63	210.389	197.596	209.649	202.484	205.302	211.413	250.252	275.234	234.039	397.351	229.07	239.808	243.941	216.534	236.957	296.41
204.779	205.293	207.493	207.948	211.811	623.61	214.296	201.225	212.918	207.884	208.555	214.811	264.003	289.425	242.737	453.895	239.672	252.627	257.27	221.849	249.254	328.067
206.801	208.003	209.759	210.06	214.247	721.16	214.634	205.249	214.358	210.858	211.011	217.84	271.411	303.254	250.068	503.746	249.045	264.021	266.32	223.718	261.043	357.143
207.244	210.874	210.851	213.597	214.847	827.811	217.187	206.387	210.548	214.061	213.558	220.335	277.33	314.356	253.296	556.111	252.302	268.699	270.85	226.139	273.261	385.536
208.026	213.916	212.681	217.662	218.117	927.975	218.685	209.965	212.113	217.918	215.609	221.473	281.865	324.464	258.246	604.789	257.197	274.408	276.004	227.805	281.929	411.788
209.613	216.31	214.339	218.79	218.605	1022.22	220.906	214.353	218.736	221.509	217.971	223.696	287.046	334.437	260.245	659.218	258.815	277.206	280.499	229.818	291.669	437.694
210.065	217.966	216.184	221.803	221.544	1151.17	222.352	216.893	220.665	224.719	219.729	225.425	291.696	342.294	263.946	694.731	262.95	282.255	282.849	232.004	297.364	459.741
211.407	220.04	217.669	224.354	222.485	1184.66	222.925	220.751	222.101	227.066	221.566	227.177	298.416	352.122	267.489	758.934	266.093	285.592	288.646	231.936	306.327	490.477
212.373	222.493	219.082	226.298	223.212	1301.45	225.421	223.877	222.615	229.428	223.407	229.598	302.464	359.087	270.307	808.159	268.746	291.387	295.012	235.402	314.726	514.312
212.814	225.075	220.773	228.4	226.345	1338.76	227.156	227.61	224.055	231.488	225.211	231.484	308.533	369.358	271.611	875.616	269.492	292.629	299.953	239.844	322.729	549.901
215.377	228.864	224.125	232.085	230.201	1543.14	232.235	230.815	228.77	236.112	229.621	237.479	326.863	399.89	283.59	1056.8	281.495	308.811	311.114	243.701	337.551	602.924
