943.8136	1091.3682	1089.9379	1107.8027	1080.1165
6563.8422	7263.2148	6452.0309	6335.1922	6224.3525
16878.1235	15577.9700	13905.1494	13428.5863	13188.1824
22628.2339	35932.6817	31995.3843	31452.6892	30929.0324
33018.0488	60996.8159	60084.8767	60399.0585	59969.1789
44375.4186	100766.3416	103897.1166	104306.1789	896168.1250
2.086461e+07	143845.3852	3.913360e+06	165828.7492	962865.1560
101928.3538	7.985321e+06	227553.8039	1.756189e+06	1.036804e+06
1.781181e+08	3.129781e+07	3.432127e+06	4.885123e+06	1.124863e+06
1.226394e+08	3.797099e+07	6.271694e+06	6.599273e+06	2.844663e+06
5.845848e+07	4.074187e+07	1.939068e+07	1.355676e+07	5.737953e+06
7.116388e+07	7.817344e+07	3.417790e+07	2.178648e+07	1.043466e+07
1.307192e+08	4.340266e+07	3.655208e+07	1.657947e+07	6.083589e+06
