3.0340	113.7391	504.0013	1361.2106	3247.9461
101.9938	1309.6340	5936.3052	16088.0257	32951.2461
302.4261	3706.1422	16285.8661	42120.1427	84495.6479
675.8483	8222.7205	35923.0111	92564.9054	185916.7341
1335.2797	16070.3215	70609.5051	182227.7673	365951.2811
2205.1493	26306.7956	115424.8677	296579.9542	596681.4223
3548.8851	42650.8233	187571.9375	482384.0607	968495.1991
5447.6726	65392.4317	286581.1030	740235.2639	1.485342e+06
7655.9382	91812.0762	404009.3703	1.040530e+06	2.085368e+06
10260.9212	122069.1111	536468.7098	1.380120e+06	2.773095e+06
13739.4568	163966.0472	719175.9247	1.853355e+06	3.719220e+06
17695.5088	210098.8571	922585.2990	2.373678e+06	4.771275e+06
22642.7204	269192.4427	1.183120e+06	3.040223e+06	6.109516e+06
