889.7556	4497.3571	5451.3066	6171.6869	7359.6631
22765.8812	40364.1978	47541.5448	52151.6669	53606.8584
50734.8139	72951.1062	84162.7443	87775.5905	88784.4431
64937.9306	158913.9063	181046.6663	191305.4954	194535.6865
73122.5404	289284.5527	336529.5163	373686.6901	378022.2761
138780.6418	441696.8966	564109.1361	606084.9311	623952.6673
234787.1629	609835.8198	930704.4214	988594.8113	995854.0991
295243.2338	875780.1378	1.266719e+06	1.468563e+06	1.517518e+06
332630.4284	1.145713e+06	1.860050e+06	2.002064e+06	2.126726e+06
369571.5777	1.448625e+06	2.214310e+06	2.686591e+06	2.812374e+06
506272.6989	1.620704e+06	2.524934e+06	3.526427e+06	3.640946e+06
447268.7916	2.327322e+06	3.704082e+06	4.501458e+06	4.665002e+06
549387.4672	2.332847e+06	4.376266e+06	5.711505e+06	5.958752e+06
