191.9598	223.6523	219.1180	222.5055	217.4195
1317.0962	1465.1537	1301.2324	1276.9085	1255.2893
3359.2460	3113.5117	2790.7716	2699.2955	2653.3588
4527.3895	7183.3110	6421.5149	6318.5311	6220.3852
6591.5187	12235.6664	12069.3822	12137.9029	12059.0720
8880.3791	20209.5514	20871.8545	20964.6150	119895.9253
2.613587e+06	28858.1428	501876.9489	33328.1628	132723.5073
20404.3189	1.013436e+06	45714.1374	237856.9575	148056.2593
2.227370e+07	3.932235e+06	453726.6857	635964.8578	166683.5610
1.534037e+07	4.773003e+06	815194.2229	859827.4916	391098.1347
7.320889e+06	5.120916e+06	2.458991e+06	1.739998e+06	763162.2723
8.907979e+06	9.814032e+06	4.324273e+06	2.782070e+06	1.363226e+06
1.635613e+07	5.469639e+06	4.630694e+06	2.146996e+06	835303.1931
