TSC	11710.7600	49933.0210	118085.6750
1403.5760	10246.6000	45457.0090	108242.2160
TSC	9211.6130	42662.6340	100812.3650
1198.6440	8485.9540	40627.3850	96801.9950
TSC	7959.4450	39177.9060	93831.5630
1044.4400	7535.9986	38266.2300	91576.1710
TSC	7189.6759	37641.7940	90010.3660
930.9486	6892.2692	37065.4290	88737.6460
TSC	6675.0487	36812.3740	86916.2370
834.7278	6462.9960	36327.6270	86661.9880
TSC			
761.4328			
TSC			
704.2768			
TSC			
619.2852			
TSC			
582.8836			
TSC			
551.3326			
