1380.9338	10592.9314	28298.6516	67234.3222
1617.0319	12106.5793	31085.1292	73349.7790
1855.7751	13466.8353	33121.1942	78754.3333
2082.0118	14618.4242	34780.4019	82018.9187
2322.0095	15585.4178	36067.1849	84613.6402
2545.5249	16461.1596	36926.4697	86697.5897
2752.1086	17254.0846	37539.0394	88206.3756
3129.8119	17998.6115	38122.7690	89471.9967
3325.2715	18584.3251	38384.8539	91345.5480
3515.5666	19194.0819	38897.0301	91616.2294
