3268.1438	3594.8808	3330.4000	3439.7098	3365.4664	3271.3694	3280.0769
4596.0040	5937.1708	5497.7634	5566.7780	5442.2377	5259.0966	5261.3639
6345.4826	8450.2320	7875.4678	7998.6552	7749.6054	7389.5623	7398.7024
7711.9834	10364.9685	9911.7185	10083.2594	9776.9026	9271.7495	9316.3911
8753.0768	12198.3467	11445.0031	11852.6737	11460.7071	10739.3590	10794.6465
9712.6893	13793.6066	12984.0504	13260.7578	12794.1115	11843.7645	11903.4030
10409.2831	14193.5492	14060.5169	14340.1417	13952.6624	12701.0801	12703.6429
10651.4900	16164.2743	15025.7812	15209.0199	14876.4926	13215.6737	13299.8172
11230.8791	16195.5833	15815.1764	15866.1656	15611.1650	13804.1885	13781.9732
11588.7617	17098.9401	16319.4303	16357.9980	16220.6720	14224.1829	14224.5358
11714.4664	17907.6438	16524.4027	16957.6337	16823.0511	14671.2752	14635.6735
11955.8313	18347.2191	17116.3583	17582.3936	17336.8446	15055.0568	14703.7131
12132.9190	18741.5755	17469.4782	18046.3103	17738.5777	15347.5937	15308.9105
12027.3755	20759.4875	19383.5230	19783.2493	19619.9895	16763.9062	16559.7185
12089.3934	22220.6696	20412.5557	21160.0790	20907.2393	18028.9167	17759.5939
11899.9894	22805.9605	21618.5794	22548.8980	22365.8020	19214.7826	18890.3447
11890.2253	24044.6288	22671.0730	23294.6663	23383.5856	20317.5952	20018.2537
11769.0353	24388.6467	23856.0061	25071.5389	25105.3915	21488.0271	21130.6286
11795.4007	25600.5480	24796.7348	26228.4484	26270.0549	22669.9844	22285.0654
11563.1867	26462.9831	25570.2849	27353.4833	27428.0946	23875.8280	23375.4762
11225.9807	26887.8838	26138.6898	28496.0971	29054.6635	24909.2423	24504.3307
11386.1625	27535.5345	27385.3958	29560.0357	29994.1065	26069.0029	25625.7757
11268.2496	28348.6213	28989.2066	30661.1924	30716.5772	27184.9340	26749.1045
10818.5144	28416.1840	28938.3874	31809.7334	32105.0452	28186.8017	27749.9438
10767.9600	28177.1294	28604.1464	32428.9120	33092.3857	29093.1650	28839.0809
10488.5217	28306.5840	28486.9150	32121.8042	32852.7742	29606.1777	29466.2236
10518.7168	29182.0562	31327.6501	34041.6596	34736.0004	30657.4965	30771.7083
10412.4323	30175.0605	31387.8109	35391.4011	36247.9448	31920.8744	31888.0789
10290.3312	30007.6853	31886.5834	36401.3676	37360.4384	33230.5662	33018.7529
10121.0953	30935.4055	32630.2331	36900.1649	38244.2190	34428.3958	34025.2271
10011.5481	30326.1532	34010.0411	37968.6478	39366.4896	35622.1298	35152.5944
9833.5059	31052.3406	34241.5808	39210.6787	40338.5445	36684.1686	36114.1867
9605.5089	30793.8023	34953.1373	39857.2537	40957.7572	37699.2131	37234.1693
9564.1528	31192.9777	35619.4999	40846.6847	42021.6775	38603.7462	38229.7131
9527.8079	32034.4567	36167.9673	41821.4368	43710.2238	39752.6584	39283.8429
