46619975	354308051	1384829583	3311563290	6365794160	30191737979	80519548307
46897775	355355651	1390461401	3321846156	6377351892	30368403872	80783794899
46958075	355138151	1389012183	3330132090	6374352841	30358530844	80603598202
46952075	355370651	1388446983	3318117690	6373622485	30295775626	80678931734
46953875	355325951	1387971707	3318564390	6382994698	30238074090	80639597572
46960475	355505951	1389403083	3322819248	6372067760	30355465484	80562071282
46962875	355493951	1387314483	3319583133	6376466060	30239869301	80631072579
46941275	355338551	1388092083	3317000490	6378085805	30253311478	80604634187
46972775	355552451	1388083383	3317693490	6376110260	30239817570	80640897770
46920875	355544351	1388068083	3316327890	6378527745	30232435551	80604988639
46800275	355789451	1390572183	3317330790	6381624702	30260937729	80621215912
47047775	355843451	1386796683	3317741790	6376858851	30207695330	80584172391
47068775	355752851	1386921783	3316521090	6374919560	30232787851	80550336621
47524175	355914851	1392290283	3314877390	6372984677	30217764810	80617104005
47111075	356059451	1387449783	3316765590	6376319568	30228717600	80629194566
46935875	355912151	1387833483	3315186090	6372533060	30226314192	80620612596
47742575	356237651	1389526083	3321960690	6379390863	30257570848	80607843376
47758475	356489951	1389528183	3317929890	6379877775	30250529710	80597519193
47485775	357010451	1389271983	3319769190	6379917560	30254723448	80673937374
47035775	355764251	1388446083	3317768490	6378790160	30252737181	80589117198
47856275	356044751	1388902983	3318651690	6378898460	30242593332	80653937716
47028275	356266451	1390317783	3317591790	6379192160	30240260037	80593357208
47702975	355979951	1389436683	3318857190	6377227056	30239465220	80721630088
47177975	356028851	1390023783	3318915471	6378182360	30257304604	80700462296
47528375	355342451	1389889983	3318211290	6376773860	30242395573	80604497557
48112775	356615951	1389970383	3317558790	6381284360	30280076900	80599622494
47203775	355723151	1392209883	3317680590	6381678260	30256126710	80681873646
47706875	355882451	1388703483	3321161490	6386543360	30252062991	80628193359
48257975	355874051	1389430683	3317249190	6378063860	30265319581	80616272795
47627675	356119151	1389635883	3318848490	6379126460	30239864843	80602361102
47631575	355481951	1390864083	3318792090	6384385160	30251958402	80666888840
48171575	356986151	1390261083	3323151390	6375962660	30247874344	80619825476
48428375	356014751	1390391583	3318291390	6378642860	30240752235	80651867125
47888375	357329651	1393917783	3322063890	6380095520	30246654176	80597196576
47560775	356207651	1389070383	3325328790	6386449370	30334152393	80662027768
48113975	356997851	1390937883	3318767790	6379149833	30255718166	80585266196
48277475	357169451	1391395983	3319968690	6380702060	30247647917	80633472130
48761975	356844251	1390320483	3319632090	6378329060	30242446845	80637570975
49333475	355191851	1391176683	3320942190	6377929884	30237829460	80610275201
47237375	355837451	1390462983	3318441090	6384893060	30235933857	80618886595
47267375	356137751	1392630483	3320571390	6387238760	30310631434	80655547252
48124475	355852451	1390762383	3320021490	6379493127	30245641257	80637247288
48301775	355219151	1391236383	3321744690	6381582560	30252589980	80663581625
49025975	355539551	1390986783	3319663290	6374132228	30223722283	80615854450
49072475	357884651	1391208183	3318417390	6374810060	30230730904	80685500772
49060475	356850251	1391507283	3319171590	6376673111	30219031247	80643034171
49428275	356494451	1391161083	3319960890	6375245951	30246588655	80609599987
47487275	355612451	1389828483	3319341990	6377448560	30222765388	80645181002
48005075	357130751	1391032383	3320227890	6383206760	30234831556	80607224220
48565775	356861951	1392053883	3321897990	6382425197	30248516304	80597894100
48933875	355738151	1396129683	3320501190	6382484060	30282054419	80603388223
48708575	358928951	1391704083	3319938090	6382322960	30321388606	80670321015
48856775	356702351	1391387883	3319729590	6386966287	30249051263	80762144443
48926675	356097851	1396233483	3319443690	6382302860	30262335243	80656640708
49013813	357692051	1392124683	3321508590	6375260730	30242310694	80601358939
49822688	356070851	1391949783	3323436390	6382325693	30262323734	80602990698
50555075	358537751	1394206683	3320438490	6378619595	30259834900	80614847668
50749175	356456051	1392438183	3319498890	6378808852	30256548674	80610306937
49835375	358118051	1392043983	3322236990	6379781128	30281598507	80619033819
47849975	355812851	1392280083	3321257790	6378108329	30259337409	80636856642
48383375	358127051	1393624983	3320901090	6383182708	30260666464	80609826964
48369875	356041751	1392901083	3321017190	6383624486	30271202799	80618494854
48380075	356808251	1392708483	3323365590	6380616860	30262942670	80695259653
48143375	358295651	1392748383	3325357290	6384489853	30268067340	80679433970
48250475	356546951	1393581183	3324877590	6382346851	30235396481	80653152094
48279875	358703051	1393017483	3321142590	6379437560	30273710985	80709006301
48409175	356303351	1393341483	3322609290	6389671881	30265703952	80705734717
48867575	357401051	1394194383	3323697690	6382774160	30244143889	80630469751
49503875	358820651	1394359383	3323051490	6383631286	30242697725	80648499259
49935575	356279951	1393583283	3326326890	6383816660	30281808750	80626947283
49886675	357573551	1393378383	3326327490	6381717860	30269999144	80639268038
49920275	359515451	1393449783	3321940890	6389371160	30246728179	80649892998
50185175	356225051	1393591083	3324705090	6387713960	30236739195	80636801431
50793575	357705251	1393880583	3323520390	6381704660	30246020658	80592836876
51277475	358877951	1393604283	3324987990	6378789860	30236856783	80625928908
51776975	357234251	1394353083	3327695190	6377992460	30253565063	80635861257
52234475	357134951	1394210583	3322608390	6378199160	30246058277	80612083517
50938175	358886651	1395394383	3326065890	6386299460	30245895591	80590137457
49377275	359480951	1394047083	3329221890	6384125360	30259354738	80590073698
47900375	356705051	1394604183	3322754790	6384599960	30242570295	80676500378
48409175	357778451	1399859283	3324952290	6385706360	30276394304	80623288794
48406175	358755851	1395595683	3324472890	6384811160	30298784456	80662989517
48400475	360104951	1394908383	3323086590	6387635360	30284870344	80703367124
48404375	356513351	1393810983	3326037390	6385389260	30301608653	80598058305
48533975	357443951	1394080983	3325944990	6380762060	30252583455	80621517600
48870275	358274051	1390448883	3322590390	6379243760	30224096341	80603552727
49190375	359585351	1393606983	3323401290	6381173060	30209434407	80608888295
49247975	355717151	1393588983	3323584890	6379149560	30221552995	80595438100
48926675	357166151	1394223783	3322332390	6380656160	30220008256	80623076879
48441875	357815351	1394254683	3322450290	6378026660	30223933902	80645779715
48016175	358947551	1394047383	3322392690	6380868560	30223252228	80615632170
48587375	360982751	1394207883	3325508790	6389380460	30273275092	80631340783
49018175	355101551	1393710183	3325014090	6392457860	30228740881	80601590483
49452275	356509751	1394472783	3324890790	6385127060	30250434774	80722143764
50025875	358346351	1390629783	3325665390	6403582460	30252541973	80750125559
50526875	359972051	1390247883	3326522790	6385371260	30230684235	80637524724
50426975	360228551	1394654883	3323512890	6382455260	30247982153	80590303377
50860175	356849351	1393250583	3323861490	6383699360	30230769924	80599071426
51314075	357591551	1391536983	3324078090	6379997360	30227720748	80598763530
51712175	357644651	1392058983	3324978690	6383175860	30241710440	80568287520
52156175	358497851	1390421883	3324105090	6381128360	30230834602	80635374859
52622975	360499451	1393379283	3327694890	6386645960	30263346031	80585449083
53086775	361211951	1395029883	3325172190	6387167360	30251734136	80679770212
53478575	358896251	1393884783	3326917290	6385842260	30288954125	80638690462
