1629.7124	1786.9224	1641.4562	1696.9401	1660.1802	1612.8558	1618.9495
2330.2606	3010.3899	2763.8039	2801.1788	2738.2263	2645.4451	2649.4115
3220.7067	4290.5948	3962.4002	4028.0405	3901.7215	3718.8419	3727.6695
3922.1288	5268.4289	4990.6809	5080.315	4924.8879	4667.9754	4695.7932
4458.6583	6205.7267	5765.322	5975.1259	5775.8292	5408.5283	5442.7245
4954.2496	7021.9194	6544.2512	6687.8637	6449.9699	5967.3096	6003.0811
5313.1931	7227.9126	7088.624	7234.4136	7036.2085	6399.4325	6408.0567
5432.9891	8239.5114	7579.6923	7674.5772	7503.7192	6659.6203	6710.7537
5733.2509	8255.4407	7979.4148	8007.1672	7875.6947	6956.7028	6953.3274
5918.5606	8720.2754	8235.4106	8255.8498	8185.8545	7169.0064	7177.4927
5981.4707	9135.9712	8340.3507	8560.8181	8490.7726	7396.4247	7385.5595
6106.06	9362.9915	8639.1164	8878.4252	8750.6892	7589.0929	7569.1759
6191.7091	9564.6773	8818.6088	9113.4963	8953.4199	7737.0914	7726.0056
6136.5914	10603.583	9788.6809	9994.7252	9908.0356	8453.0451	8360.2968
6169.0174	11352.776	10315.015	10694.737	10560.386	9093.2113	8968.3891
6068.2339	11662.733	10923.374	11398.874	11300.729	9694.1512	9542.0514
6022.2287	12302.246	11465.68	11778.805	11820.684	10253.825	10114.515
5962.0592	12481.716	12069.721	12682.194	12695.668	10847.488	10678.58
6013.0818	13110.702	12548.995	13276.266	13289.764	11449.22	11265.825
5860.0829	13537.929	12944.5	13848.288	13881.466	12061.115	11819.397
5709.0056	13776.494	13234.609	14432.075	14709.028	12584.358	12394.754
5763.7421	14089.634	13866.574	14972.924	15190.431	13176.946	12965.628
5706.8698	14507.338	14685.262	15536.041	15557.909	13742.352	13537.312
5507.6413	14546.372	14666.855	16122.194	16263.94	14253.117	14048.308
5450.0203	14410.6	14490.718	16437.644	16768.556	14712.949	14599.473
5333.0735	14489.296	14428.147	16283.839	16648.814	14974.245	14920.838
5345.1587	14966.661	15890.42	17262.815	17616.592	15509.212	15587.586
5290.3211	15486.983	15920.302	17965.154	18392.167	16156.282	16158.677
5230.8416	15395.914	16170.302	18482.615	18963.57	16824.692	16731.394
5102.1276	15879.08	16556.286	18738.502	19407.016	17435.863	17246.012
5088.758	16066.237	17264.291	19287.14	19986.707	18042.835	17824.325
4989.7249	15906.4	17371.717	19916.916	20484.825	18590.536	18314.497
4874.8664	15792.641	17741.103	20257.583	20798.92	19105.476	18890.011
4834.0056	16011.817	18070.974	20761.073	21346.159	19568.691	19395.959
4794.9394	16417.058	18371.65	21270.603	22219.314	20160.621	19936.616
4792.1735	16636.782	18467.108	21596.423	22817.37	20595.057	20467.735
4712.0501	16445.382	18566.648	21893.097	23337.092	21115.245	20942.393
4655.7477	16271.268	18623.355	21964.542	23783.361	21407.452	21425.401
4613.1372	16260.432	18656.742	21659.945	23830.133	21784.921	21742.172
4565.6258	16647.39	19185.808	23094.991	24359.638	22635.046	22410.16
4538.7025	16474.456	19823.169	23404.361	24823.561	23128.114	22716.811
4494.9232	17066.752	20176.49	23671.293	25536.637	23471.415	23455.889
4368.4278	16758.862	20305.136	24425.537	25905.632	24158.925	23924.616
4367.4644	16871.327	20439.839	24513.314	26044.174	24736.512	24544.528
4307.3284	16664.181	20580.31	24805.304	26444.088	25269.73	24873.233
4239.1398	16630.288	20860.245	25354.696	26859.917	25667.194	25224.839
4242.9481	16611.956	21505.112	25478.099	27370.821	26069.872	25967.385
4198.0244	16795.989	21528.979	25918.559	27651.512	26612.142	26359.516
4073.5861	16286.125	21423.636	25869.149	28206.14	26976.941	26873.695
4044.0573	16600.257	21607.608	26551.754	28290.797	27483.698	27227.663
4030.4684	16631.709	21431.11	26348.071	28575.197	27995.162	27800.41
3992.3721	16040.851	21224.104	25784.172	28934.69	28130.018	27894.523
3789.3992	15562.879	22163.954	27509.729	29704.379	28429.902	28843.331
3716.9365	16206.722	22432.198	27639.611	30416.974	28880.155	29219.515
3662.2418	16181.416	21984.033	28008.925	30714.311	29482.767	29401.623
3632.7773	16133.413	22282.618	28086.334	31456.043	29970.961	30077.559
3525.4132	15536.599	22589.643	28446.563	31433.662	30242.191	30621.937
3510.1495	15923.105	22527.812	28502.725	32014.449	30640.002	31046.016
3414.2309	15804.755	22453.72	28805.923	32238.597	31189.063	31560.754
3445.1314	15387.268	22215.606	28879.819	32474.13	31379.636	32034.215
3364.7795	15549.133	22050.21	28544.531	32785.936	31751.842	32364.607
3329.976	15260.65	21867.49	29201.108	32907.874	32167.271	32772.769
3297.0589	15226.312	22209.124	28104.966	33203.145	32399.39	33196.466
3288.0769	15054.178	21593.22	28659.497	33320.719	32645.423	33514.456
3182.5911	15013.446	21379.131	27805.638	33124.683	32462.6	33369.052
3179.2371	14852.224	22203.424	28620.288	33611.228	33531.791	34386.145
3122.8892	14990.43	21732.907	28875.712	33613.199	33581.874	34681.335
3109.0625	15298.635	21884.693	29325.009	33612.268	34116.687	35356.78
3078.2	15259.392	22361.931	28979.41	33777.24	34727.267	35406.783
3072.0964	15153.425	22702.68	29959.84	34861.041	34985.854	36080.268
3043.3909	15236.927	22082.516	29949.907	34401.158	35266.429	36221.392
2999.6045	14975.481	22022.446	30740.111	34928.498	35711.957	37072.043
2965.0725	15206.684	23266.91	29417.454	34569.155	36046.619	37385.096
2965.4774	14808.846	22132.612	28415.446	34851.052	36057.157	37452.963
2946.2956	14951.349	21931.865	31176.014	35195.662	36560.313	37731.947
2935.1421	14934.392	22087.172	31166.065	35465.216	36761.009	38599.463
2901.5067	14815.418	21763.771	30732.814	35326.738	37093.358	38583.505
2903.9013	14888.683	21636.054	30598.756	35106.319	37095.796	38998.217
2858.3376	14871.339	22346.033	31416.68	35363.489	37784.807	39354.669
2826.5276	14905.906	22227.22	31812.68	36232.774	37946.605	39973.075
2838.7118	14387.294	22247.294	31473.415	35990.34	38260.069	40314.233
2799.3915	14716.797	22221.475	32344.521	36257.863	38959.943	40551.725
2793.9966	14700.448	22247.998	31812.317	36223.129	39016.154	41173.717
2763.1339	14680.302	22362.192	32368.271	36184.048	39248.727	41162.624
2749.112	14792.849	22039.921	32012.022	37593.551	39429.152	41839.258
2738.4385	14721.732	21783.151	32067.677	37265.542	39709.408	42200.491
2695.7901	14561.775	22747.316	31281.102	37633.099	40381.324	42120.494
2683.9535	14505.705	22036.499	32502.819	36596.036	40445.143	43010.454
2665.8715	14321.41	22255.601	32872.849	37163.448	40536.206	43397.863
2664.4605	14197.344	22575.421	31095.827	37342.802	40664.36	43536.488
2622.5593	14375.198	22347.399	31657.776	36984.341	40887.193	44066.94
2631.8799	14476.099	23083.361	30547.815	38015.541	41699.308	44440.789
2611.0351	14159.447	21863.24	32600.649	37668.033	41589.552	45097.593
2608.0229	14406.288	22547.721	32797.749	36922.708	42152.823	44743.128
2601.4702	14207.579	23036.688	30303.331	37536.341	42472.177	45413.002
2554.4903	14108.063	22341.474	33693.272	38693.581	42105.854	45649.106
2552.4199	14204.072	21645.703	33107.34	38038.044	43294.915	45286.846
2530.1763	13934.672	22774.185	34090.882	38037.742	43613.528	46266.868
2497.6827	13962.547	22317.659	32804.373	39198.234	42902.005	47054.347
2502.5922	13782.061	22305.947	33201.673	39574.39	43414.832	46931.944
2483.1201	13942.437	21922.05	32843.883	38876.311	43660.223	46975.24
2493.1891	13992.574	22615.783	33582.601	39706.077	43305.214	47454.77
2435.6646	13906.087	22474.536	33532.061	40931.094	44173.66	48513.922
2444.4108	13635.758	22421.906	33313.089	39505.646		47979.511
